Flight_ID,Date,Route,Planned_Dep_Min,Delay_Min,Actual_Dep_Min
6E3190,2024-05-15,DEL-BOM,199,108.0,307.0
6E3191,2024-11-05,BLR-HYD,894,58.0,952.0
6E3192,2024-08-06,DEL-HYD,979,81.0,1060.0
6E3193,2024-12-13,DEL-HYD,1066,79.0,1145.0
6E3194,2024-10-22,DEL-HYD,81,7.0,88.0
6E3195,2024-02-03,DEL-HYD,1327,1.0,1328.0
6E3196,2024-12-17,DEL-HYD,1222,24.0,1246.0
6E3197,2024-03-19,BOM-BLR,1429,104.0,1533.0
6E3198,2024-08-23,DEL-BLR,883,115.0,998.0
6E3199,2024-09-29,DEL-BLR,479,99.0,578.0
6E3200,2024-06-09,DEL-HYD,727,56.0,783.0
6E3201,2024-06-23,BLR-HYD,123,30.0,153.0
6E3202,2024-11-03,DEL-BOM,527,116.0,643.0
6E3203,2024-08-08,DEL-HYD,525,70.0,595.0
6E3204,2024-01-09,DEL-BOM,38,120.0,158.0
6E3205,2024-10-15,BOM-BLR,1222,47.0,1269.0
6E3206,2024-04-22,DEL-BLR,107,28.0,135.0
6E3207,2024-07-23,BOM-BLR,267,20.0,287.0
6E3208,2024-07-04,BLR-HYD,1376,9.0,1385.0
6E3209,2024-12-06,BLR-HYD,310,88.0,398.0
6E3210,2024-07-15,DEL-HYD,1413,48.0,1461.0
6E3211,2024-09-22,BLR-HYD,39,56.0,95.0
6E3212,2024-09-18,BLR-HYD,780,115.0,895.0
6E3213,2024-09-04,BOM-BLR,580,8.0,588.0
6E3214,2024-04-24,DEL-BOM,151,10.0,161.0
6E3215,2024-04-30,DEL-BLR,186,50.0,236.0
6E3216,2024-05-20,BLR-HYD,429,48.0,477.0
6E3217,2024-03-05,BLR-HYD,456,67.0,523.0
6E3218,2024-10-02,BOM-BLR,752,42.0,794.0
6E3219,2024-11-08,DEL-BLR,1250,40.0,1290.0
6E3220,2024-08-26,BOM-BLR,203,92.0,295.0
6E3221,2024-10-28,DEL-BOM,778,70.0,848.0
6E3222,2024-01-10,BOM-BLR,117,59.0,176.0
6E3223,2024-08-20,DEL-BLR,1417,111.0,1528.0
6E3224,2024-07-13,DEL-BLR,221,10.0,231.0
6E3225,2024-01-12,BLR-HYD,896,16.0,912.0
6E3226,2024-06-25,DEL-BOM,62,31.0,93.0
6E3227,2024-06-25,DEL-HYD,395,65.0,460.0
6E3228,2024-08-04,BLR-HYD,4,20.0,24.0
6E3229,2024-01-11,BOM-BLR,1357,39.0,1396.0
6E3230,2024-04-27,BOM-BLR,1315,0.0,1315.0
6E3231,2024-06-12,DEL-BLR,507,37.0,544.0
6E3232,2024-02-08,DEL-BLR,144,54.0,198.0
6E3233,2024-02-22,DEL-BLR,953,109.0,1062.0
6E3234,2024-08-05,DEL-HYD,661,28.0,689.0
6E3235,2024-07-24,DEL-HYD,1182,98.0,1280.0
6E3236,2024-11-07,BLR-HYD,780,27.0,807.0
6E3237,2024-12-25,DEL-HYD,958,61.0,1019.0
6E3238,2024-02-25,DEL-BLR,962,20.0,982.0
6E3239,2024-04-27,BLR-HYD,10,35.0,45.0
6E3240,2024-09-09,BLR-HYD,68,53.0,121.0
6E3241,2024-10-12,DEL-BOM,963,92.0,1055.0
6E3242,2024-09-24,DEL-HYD,201,110.0,311.0
6E3243,2024-10-17,BOM-BLR,265,97.0,362.0
6E3244,2024-11-28,BOM-BLR,107,70.0,177.0
6E3245,2024-06-28,DEL-BOM,1077,59.0,1136.0
6E3246,2024-12-23,DEL-BLR,950,14.0,964.0
6E3247,2024-08-22,DEL-BOM,1361,84.0,1445.0
6E3248,2024-12-08,DEL-BLR,189,23.0,212.0
6E3249,2024-07-14,DEL-HYD,238,69.0,307.0
6E3250,2024-11-03,DEL-HYD,950,90.0,1040.0
6E3251,2024-03-20,BLR-HYD,342,75.0,417.0
6E3252,2024-05-14,BLR-HYD,290,107.0,397.0
6E3253,2024-01-22,BLR-HYD,1346,37.0,1383.0
6E3254,2024-11-26,BLR-HYD,320,77.0,397.0
6E3255,2024-08-12,BOM-BLR,41,81.0,122.0
6E3256,2024-02-27,BLR-HYD,954,45.0,999.0
6E3257,2024-04-02,BLR-HYD,1221,94.0,1315.0
6E3258,2024-07-10,BLR-HYD,888,71.0,959.0
6E3259,2024-04-12,DEL-BLR,632,101.0,733.0
6E3260,2024-01-07,BLR-HYD,845,87.0,932.0
6E3261,2024-05-07,DEL-BOM,283,43.0,326.0
6E3262,2024-02-24,BLR-HYD,806,52.0,858.0
6E3263,2024-08-18,BLR-HYD,181,4.0,185.0
6E3264,2024-12-27,BOM-BLR,1034,25.0,1059.0
6E3265,2024-03-02,BLR-HYD,744,13.0,757.0
6E3266,2024-08-27,DEL-BLR,441,40.0,481.0
6E3267,2024-03-30,DEL-HYD,628,83.0,711.0
6E3268,2024-08-19,BLR-HYD,387,105.0,492.0
6E3269,2024-08-20,BLR-HYD,575,78.0,653.0
6E3270,2024-12-19,BLR-HYD,453,73.0,526.0
6E3271,2024-11-28,BOM-BLR,926,61.0,987.0
6E3272,2024-10-18,DEL-HYD,1025,6.0,1031.0
6E3273,2024-12-10,BOM-BLR,810,85.0,895.0
6E3274,2024-05-31,BOM-BLR,1265,67.0,1332.0
6E3275,2024-05-24,BOM-BLR,808,62.0,870.0
6E3276,2024-05-09,DEL-BLR,1083,10.0,1093.0
6E3277,2024-05-20,DEL-HYD,367,104.0,471.0
6E3278,2024-04-02,DEL-BLR,941,35.0,976.0
6E3279,2024-04-23,DEL-BLR,39,8.0,47.0
6E3280,2024-10-10,DEL-HYD,1338,75.0,1413.0
6E3281,2024-05-22,DEL-BLR,556,81.0,637.0
6E3282,2024-08-10,DEL-HYD,1321,28.0,1349.0
6E3283,2024-08-19,BLR-HYD,916,0.0,916.0
6E3284,2024-02-02,BOM-BLR,1020,104.0,1124.0
6E3285,2024-10-02,DEL-BLR,642,88.0,730.0
6E3286,2024-06-18,DEL-HYD,449,105.0,554.0
6E3287,2024-05-19,DEL-BOM,394,29.0,423.0
6E3288,2024-12-22,DEL-BLR,791,11.0,802.0
6E3289,2024-07-19,DEL-BLR,87,9.0,96.0
6E3290,2024-01-23,DEL-HYD,532,98.0,630.0
6E3291,2024-08-11,DEL-BOM,1411,113.0,1524.0
6E3292,2024-09-26,DEL-BOM,743,41.0,784.0
6E3293,2024-12-12,BLR-HYD,380,45.0,425.0
6E3294,2024-06-01,DEL-BLR,430,108.0,538.0
6E3295,2024-11-28,BOM-BLR,1239,0.0,1239.0
6E3296,2024-03-25,DEL-BLR,276,38.0,314.0
6E3297,2024-04-18,BOM-BLR,193,13.0,206.0
6E3298,2024-01-31,BOM-BLR,178,43.0,221.0
6E3299,2024-08-16,DEL-HYD,1166,59.0,1225.0
6E3300,2024-08-27,DEL-BLR,217,21.0,238.0
6E3301,2024-12-28,DEL-HYD,987,69.0,1056.0
6E3302,2024-11-05,BLR-HYD,1082,65.0,1147.0
6E3303,2024-05-20,BOM-BLR,1369,9.0,1378.0
6E3304,2024-06-04,DEL-BOM,556,61.0,617.0
6E3305,2024-10-25,BOM-BLR,1247,56.0,1303.0
6E3306,2024-12-10,BLR-HYD,1373,86.0,1459.0
6E3307,2024-04-08,BOM-BLR,767,68.0,835.0
6E3308,2024-02-16,DEL-HYD,76,119.0,195.0
6E3309,2024-11-22,DEL-BLR,598,72.0,670.0
6E3310,2024-03-07,DEL-BOM,1231,16.0,1247.0
6E3311,2024-03-02,DEL-HYD,1182,50.0,1232.0
6E3312,2024-04-18,DEL-BLR,523,111.0,634.0
6E3313,2024-06-15,DEL-BOM,1248,103.0,1351.0
6E3314,2024-02-06,BLR-HYD,1381,0.0,1381.0
6E3315,2024-04-28,BOM-BLR,812,0.0,812.0
6E3316,2024-03-26,DEL-BOM,383,8.0,391.0
6E3317,2024-02-21,BLR-HYD,503,16.0,519.0
6E3318,2024-03-31,DEL-BLR,241,28.0,269.0
6E3319,2024-10-15,DEL-BOM,368,119.0,487.0
6E3320,2024-12-02,BLR-HYD,287,15.0,302.0
6E3321,2024-10-24,DEL-BLR,398,120.0,518.0
6E3322,2024-07-22,DEL-HYD,103,95.0,198.0
6E3323,2024-08-25,BOM-BLR,1334,13.0,1347.0
6E3324,2024-06-03,BLR-HYD,126,84.0,210.0
6E3325,2024-08-27,DEL-HYD,39,104.0,143.0
6E3326,2024-05-15,DEL-BLR,1095,33.0,1128.0
6E3327,2024-12-27,DEL-BOM,881,20.0,901.0
6E3328,2024-03-04,BOM-BLR,944,33.0,977.0
6E3329,2024-05-02,DEL-BLR,246,10.0,256.0
6E3330,2024-09-10,BLR-HYD,1270,109.0,1379.0
6E3331,2024-04-23,BOM-BLR,311,76.0,387.0
6E3332,2024-01-20,DEL-HYD,33,105.0,138.0
6E3333,2024-01-16,BOM-BLR,128,95.0,223.0
6E3334,2024-05-24,DEL-HYD,9,24.0,33.0
6E3335,2024-07-26,DEL-BLR,1191,92.0,1283.0
6E3336,2024-01-19,DEL-BOM,1239,59.0,1298.0
6E3337,2024-06-14,BOM-BLR,941,27.0,968.0
6E3338,2024-02-07,DEL-BOM,1431,67.0,1498.0
6E3339,2024-06-29,DEL-BOM,934,38.0,972.0
6E3340,2024-12-14,BOM-BLR,1041,8.0,1049.0
6E3341,2024-04-14,BOM-BLR,339,76.0,415.0
6E3342,2024-04-09,DEL-BOM,680,80.0,760.0
6E3343,2024-03-30,BLR-HYD,1113,73.0,1186.0
6E3344,2024-10-26,BLR-HYD,1308,20.0,1328.0
6E3345,2024-11-27,BOM-BLR,533,44.0,577.0
6E3346,2024-03-19,DEL-BOM,1290,111.0,1401.0
6E3347,2024-03-13,DEL-BOM,808,83.0,891.0
6E3348,2024-06-24,DEL-BLR,432,115.0,547.0
6E3349,2024-04-05,DEL-BOM,757,92.0,849.0
6E3350,2024-12-10,BLR-HYD,650,3.0,653.0
6E3351,2024-04-12,DEL-BLR,1075,118.0,1193.0
6E3352,2024-08-11,BLR-HYD,1090,23.0,1113.0
6E3353,2024-01-06,DEL-HYD,596,78.0,674.0
6E3354,2024-05-01,BOM-BLR,249,6.0,255.0
6E3355,2024-08-23,DEL-HYD,1354,50.0,1404.0
6E3356,2024-04-25,BOM-BLR,903,5.0,908.0
6E3357,2024-06-11,BLR-HYD,414,54.0,468.0
6E3358,2024-08-13,BLR-HYD,1146,60.0,1206.0
6E3359,2024-08-17,DEL-HYD,1225,0.0,1225.0
6E3360,2024-06-30,BOM-BLR,5,75.0,80.0
6E3361,2024-09-05,BOM-BLR,848,79.0,927.0
6E3362,2024-11-13,DEL-BLR,1222,15.0,1237.0
6E3363,2024-07-28,DEL-BOM,12,87.0,99.0
6E3364,2024-05-23,DEL-BLR,5,0.0,5.0
6E3365,2024-12-10,BLR-HYD,1434,107.0,1541.0
6E3366,2024-04-05,DEL-HYD,1144,62.0,1206.0
6E3367,2024-12-11,BOM-BLR,1385,25.0,1410.0
6E3368,2024-08-31,DEL-BLR,537,82.0,619.0
6E3369,2024-03-26,DEL-HYD,3,29.0,32.0
6E3370,2024-07-02,DEL-HYD,283,108.0,391.0
6E3371,2024-04-30,DEL-BOM,721,113.0,834.0
6E3372,2024-11-27,BOM-BLR,1015,87.0,1102.0
6E3373,2024-04-01,DEL-HYD,1382,0.0,1382.0
6E3374,2024-03-10,BOM-BLR,692,107.0,799.0
6E3375,2024-05-12,DEL-BLR,1305,22.0,1327.0
6E3376,2024-10-05,DEL-HYD,656,114.0,770.0
6E3377,2024-05-16,DEL-HYD,951,115.0,1066.0
6E3378,2024-11-09,DEL-BLR,627,58.0,685.0
6E3379,2024-07-05,BOM-BLR,1372,29.0,1401.0
6E3380,2024-08-08,BOM-BLR,979,90.0,1069.0
6E3381,2024-02-15,DEL-HYD,1053,27.0,1080.0
6E3382,2024-10-04,DEL-BLR,373,111.0,484.0
6E3383,2024-07-10,BLR-HYD,1147,66.0,1213.0
6E3384,2024-01-08,BOM-BLR,1010,102.0,1112.0
6E3385,2024-10-02,BLR-HYD,1417,97.0,1514.0
6E3386,2024-06-27,DEL-HYD,649,93.0,742.0
6E3387,2024-11-29,BLR-HYD,724,41.0,765.0
6E3388,2024-02-08,BLR-HYD,811,63.0,874.0
6E3389,2024-10-19,BOM-BLR,1079,78.0,1157.0
6E3390,2024-06-26,DEL-HYD,131,52.0,183.0
6E3391,2024-06-10,BLR-HYD,780,17.0,797.0
6E3392,2024-11-26,BOM-BLR,121,24.0,145.0
6E3393,2024-04-13,BLR-HYD,201,119.0,320.0
6E3394,2024-06-09,BOM-BLR,701,93.0,794.0
6E3395,2024-10-13,DEL-HYD,1288,93.0,1381.0
6E3396,2024-05-02,DEL-BLR,557,40.0,597.0
6E3397,2024-02-23,BOM-BLR,1063,40.0,1103.0
6E3398,2024-02-03,BOM-BLR,578,62.0,640.0
6E3399,2024-08-29,BLR-HYD,1136,16.0,1152.0
6E3400,2024-04-22,DEL-HYD,1362,119.0,1481.0
6E3401,2024-11-13,DEL-BOM,1085,97.0,1182.0
6E3402,2024-01-23,DEL-BOM,226,16.0,242.0
6E3403,2024-02-15,DEL-BLR,173,55.0,228.0
6E3404,2024-11-07,DEL-HYD,1019,76.0,1095.0
6E3405,2024-05-14,BOM-BLR,1157,24.0,1181.0
6E3406,2024-04-27,DEL-BOM,1308,28.0,1336.0
6E3407,2024-07-07,DEL-BLR,1131,34.0,1165.0
6E3408,2024-05-10,DEL-HYD,142,57.0,199.0
6E3409,2024-07-30,DEL-BLR,568,85.0,653.0
6E3410,2024-04-22,DEL-BOM,1317,66.0,1383.0
6E3411,2024-02-13,BLR-HYD,276,40.0,316.0
6E3412,2024-05-07,BLR-HYD,275,53.0,328.0
6E3413,2024-12-29,DEL-HYD,233,113.0,346.0
6E3414,2024-06-06,DEL-BLR,1265,68.0,1333.0
6E3415,2024-09-29,BOM-BLR,1281,77.0,1358.0
6E3416,2024-11-10,DEL-BOM,31,0.0,31.0
6E3417,2024-12-20,BLR-HYD,1390,6.0,1396.0
6E3418,2024-12-05,BLR-HYD,1371,113.0,1484.0
6E3419,2024-02-14,DEL-BLR,759,81.0,840.0
6E3420,2024-04-17,BLR-HYD,1155,116.0,1271.0
6E3421,2024-08-06,DEL-BLR,792,27.0,819.0
6E3422,2024-11-13,DEL-BOM,1391,102.0,1493.0
6E3423,2024-11-10,DEL-BLR,761,69.0,830.0
6E3424,2024-06-25,BLR-HYD,264,44.0,308.0
6E3425,2024-08-15,DEL-BLR,214,86.0,300.0
6E3426,2024-07-09,BLR-HYD,1238,108.0,1346.0
6E3427,2024-06-08,DEL-HYD,281,71.0,352.0
6E3428,2024-09-23,BLR-HYD,529,25.0,554.0
6E3429,2024-12-23,BLR-HYD,1,55.0,56.0
6E3430,2024-11-21,BLR-HYD,512,5.0,517.0
6E3431,2024-07-08,DEL-HYD,815,71.0,886.0
6E3432,2024-06-23,BOM-BLR,463,97.0,560.0
6E3433,2024-10-16,BLR-HYD,1386,16.0,1402.0
6E3434,2024-12-22,BOM-BLR,1239,86.0,1325.0
6E3435,2024-05-24,DEL-BOM,163,1.0,164.0
6E3436,2024-08-19,DEL-BLR,537,33.0,570.0
6E3437,2024-12-25,BOM-BLR,510,120.0,630.0
6E3438,2024-07-22,DEL-BOM,1244,111.0,1355.0
6E3439,2024-07-31,DEL-BLR,554,53.0,607.0
6E3440,2024-02-09,BLR-HYD,640,3.0,643.0
6E3441,2024-10-01,BLR-HYD,1306,96.0,1402.0
6E3442,2024-11-18,BLR-HYD,1094,65.0,1159.0
6E3443,2024-03-22,DEL-HYD,1397,58.0,1455.0
6E3444,2024-06-29,DEL-HYD,258,29.0,287.0
6E3445,2024-11-15,DEL-HYD,444,44.0,488.0
6E3446,2024-03-23,DEL-HYD,1224,35.0,1259.0
6E3447,2024-10-29,DEL-BOM,1403,81.0,1484.0
6E3448,2024-09-18,DEL-BOM,765,24.0,789.0
6E3449,2024-09-28,BLR-HYD,1438,4.0,1442.0
6E3450,2024-07-18,DEL-BLR,64,16.0,80.0
6E3451,2024-08-27,DEL-HYD,1401,27.0,1428.0
6E3452,2024-06-28,DEL-BLR,657,67.0,724.0
6E3453,2024-06-19,DEL-BOM,1125,50.0,1175.0
6E3454,2024-10-21,DEL-HYD,1000,38.0,1038.0
6E3455,2024-06-25,DEL-BOM,41,5.0,46.0
6E3456,2024-08-24,DEL-BOM,878,44.0,922.0
6E3457,2024-05-17,BOM-BLR,195,82.0,277.0
6E3458,2024-11-22,DEL-BOM,1383,79.0,1462.0
6E3459,2024-11-06,BLR-HYD,1122,8.0,1130.0
6E3460,2024-05-08,DEL-BOM,387,81.0,468.0
6E3461,2024-02-18,DEL-HYD,64,36.0,100.0
6E3462,2024-06-12,BLR-HYD,1320,74.0,1394.0
6E3463,2024-10-03,DEL-BOM,222,26.0,248.0
6E3464,2024-10-19,BLR-HYD,914,104.0,1018.0
6E3465,2024-04-25,DEL-BOM,1172,27.0,1199.0
6E3466,2024-01-24,BLR-HYD,441,40.0,481.0
6E3467,2024-11-06,DEL-BLR,1437,8.0,1445.0
6E3468,2024-01-25,BOM-BLR,1139,116.0,1255.0
6E3469,2024-05-06,BLR-HYD,902,20.0,922.0
6E3470,2024-08-21,DEL-HYD,452,80.0,532.0
6E3471,2024-07-27,BOM-BLR,319,63.0,382.0
6E3472,2024-04-02,BOM-BLR,769,113.0,882.0
6E3473,2024-04-03,DEL-BOM,882,101.0,983.0
6E3474,2024-11-22,BLR-HYD,1015,10.0,1025.0
6E3475,2024-08-12,BOM-BLR,450,59.0,509.0
6E3476,2024-10-06,DEL-HYD,895,80.0,975.0
6E3477,2024-01-11,DEL-HYD,1102,55.0,1157.0
6E3478,2024-11-24,DEL-HYD,742,101.0,843.0
6E3479,2024-01-12,DEL-BOM,356,112.0,468.0
6E3480,2024-02-04,DEL-BLR,1142,3.0,1145.0
6E3481,2024-08-15,BLR-HYD,1302,90.0,1392.0
6E3482,2024-08-07,BOM-BLR,781,69.0,850.0
6E3483,2024-05-20,BLR-HYD,565,80.0,645.0
6E3484,2024-01-23,BOM-BLR,1068,12.0,1080.0
6E3485,2024-03-23,DEL-BOM,1248,0.0,1248.0
6E3486,2024-08-16,BLR-HYD,527,8.0,535.0
6E3487,2024-12-09,DEL-BOM,723,16.0,739.0
6E3488,2024-03-20,DEL-BOM,240,112.0,352.0
6E3489,2024-12-18,BLR-HYD,613,119.0,732.0
6E3490,2024-10-16,BLR-HYD,94,110.0,204.0
6E3491,2024-11-26,BOM-BLR,364,39.0,403.0
6E3492,2024-06-07,DEL-HYD,1208,71.0,1279.0
6E3493,2024-05-07,DEL-BOM,1159,84.0,1243.0
6E3494,2024-07-08,DEL-BLR,24,48.0,72.0
6E3495,2024-01-31,BOM-BLR,317,23.0,340.0
6E3496,2024-12-24,BOM-BLR,332,61.0,393.0
6E3497,2024-01-15,DEL-HYD,913,16.0,929.0
6E3498,2024-11-08,DEL-HYD,561,100.0,661.0
6E3499,2024-03-15,DEL-BOM,680,115.0,795.0
6E3500,2024-02-03,BOM-BLR,99,81.0,180.0
6E3501,2024-12-24,BOM-BLR,369,52.0,421.0
6E3502,2024-07-14,DEL-BLR,1035,50.0,1085.0
6E3503,2024-11-26,DEL-BOM,719,0.0,719.0
6E3504,2024-01-29,DEL-BOM,76,89.0,165.0
6E3505,2024-07-12,DEL-HYD,586,60.0,646.0
6E3506,2024-01-16,DEL-BOM,973,105.0,1078.0
6E3507,2024-03-17,DEL-BLR,681,72.0,753.0
6E3508,2024-10-19,DEL-BOM,1371,0.0,1371.0
6E3509,2024-03-21,BLR-HYD,690,54.0,744.0
6E3510,2024-05-03,BLR-HYD,87,79.0,166.0
6E3511,2024-01-19,DEL-BLR,464,116.0,580.0
6E3512,2024-04-11,DEL-HYD,493,58.0,551.0
6E3513,2024-03-17,BOM-BLR,1245,0.0,1245.0
6E3514,2024-08-16,DEL-BOM,1141,61.0,1202.0
6E3515,2024-10-23,DEL-HYD,135,85.0,220.0
6E3516,2024-07-21,DEL-HYD,977,112.0,1089.0
6E3517,2024-03-01,DEL-BOM,186,88.0,274.0
6E3518,2024-01-26,BOM-BLR,541,13.0,554.0
6E3519,2024-03-11,DEL-BOM,578,4.0,582.0
6E3520,2024-04-12,BOM-BLR,1334,17.0,1351.0
6E3521,2024-11-21,DEL-BLR,929,23.0,952.0
6E3522,2024-12-28,BOM-BLR,1402,55.0,1457.0
6E3523,2024-06-05,DEL-HYD,810,7.0,817.0
6E3524,2024-12-28,DEL-BLR,411,32.0,443.0
6E3525,2024-12-24,BLR-HYD,216,77.0,293.0
6E3526,2024-07-12,DEL-BLR,669,114.0,783.0
6E3527,2024-10-01,BOM-BLR,1094,114.0,1208.0
6E3528,2024-11-19,DEL-BLR,829,93.0,922.0
6E3529,2024-07-04,DEL-BLR,1133,37.0,1170.0
6E3530,2024-11-21,BLR-HYD,284,49.0,333.0
6E3531,2024-04-22,BOM-BLR,882,37.0,919.0
6E3532,2024-11-08,DEL-HYD,769,117.0,886.0
6E3533,2024-06-13,DEL-BLR,568,62.0,630.0
6E3534,2024-03-01,DEL-BOM,952,51.0,1003.0
6E3535,2024-04-01,DEL-HYD,1321,41.0,1362.0
6E3536,2024-10-12,DEL-BLR,560,0.0,560.0
6E3537,2024-06-01,DEL-HYD,696,51.0,747.0
6E3538,2024-08-12,DEL-BOM,710,18.0,728.0
6E3539,2024-05-06,DEL-HYD,529,57.0,586.0
6E3540,2024-07-11,DEL-HYD,1221,8.0,1229.0
6E3541,2024-04-24,DEL-BOM,488,54.0,542.0
6E3542,2024-09-18,DEL-BOM,26,83.0,109.0
6E3543,2024-01-18,DEL-BOM,1141,23.0,1164.0
6E3544,2024-01-10,BLR-HYD,1077,76.0,1153.0
6E3545,2024-04-01,DEL-BOM,503,1.0,504.0
6E3546,2024-05-18,DEL-HYD,151,56.0,207.0
6E3547,2024-11-28,DEL-BOM,736,56.0,792.0
6E3548,2024-12-22,DEL-BLR,478,86.0,564.0
6E3549,2024-12-05,DEL-BOM,1185,40.0,1225.0
6E3550,2024-02-21,DEL-BOM,1239,88.0,1327.0
6E3551,2024-07-13,BOM-BLR,830,7.0,837.0
6E3552,2024-07-24,DEL-HYD,1371,30.0,1401.0
6E3553,2024-10-13,DEL-HYD,1363,57.0,1420.0
6E3554,2024-04-02,DEL-BLR,849,107.0,956.0
6E3555,2024-11-04,BLR-HYD,553,0.0,553.0
6E3556,2024-05-24,BOM-BLR,1375,61.0,1436.0
6E3557,2024-03-26,DEL-BLR,1398,70.0,1468.0
6E3558,2024-06-01,DEL-BLR,1326,63.0,1389.0
6E3559,2024-01-02,DEL-HYD,1265,81.0,1346.0
6E3560,2024-12-07,BOM-BLR,1401,60.0,1461.0
6E3561,2024-09-16,DEL-HYD,1412,104.0,1516.0
6E3562,2024-06-12,BLR-HYD,286,109.0,395.0
6E3563,2024-01-06,DEL-HYD,1182,75.0,1257.0
6E3564,2024-05-28,DEL-BOM,1377,61.0,1438.0
6E3565,2024-07-23,DEL-HYD,454,36.0,490.0
6E3566,2024-04-27,DEL-BOM,626,22.0,648.0
6E3567,2024-03-29,DEL-BLR,1264,71.0,1335.0
6E3568,2024-06-02,BLR-HYD,211,0.0,211.0
6E3569,2024-06-15,DEL-BOM,362,0.0,362.0
6E3570,2024-06-09,BLR-HYD,597,81.0,678.0
6E3571,2024-09-26,DEL-HYD,132,8.0,140.0
6E3572,2024-02-25,DEL-HYD,276,75.0,351.0
6E3573,2024-08-15,DEL-BLR,1288,85.0,1373.0
6E3574,2024-12-02,DEL-HYD,604,110.0,714.0
6E3575,2024-05-28,DEL-BOM,656,4.0,660.0
6E3576,2024-02-15,DEL-BLR,1383,43.0,1426.0
6E3577,2024-05-23,BLR-HYD,666,27.0,693.0
6E3578,2024-08-25,DEL-BLR,135,78.0,213.0
6E3579,2024-09-28,BLR-HYD,764,31.0,795.0
6E3580,2024-04-29,BOM-BLR,427,87.0,514.0
6E3581,2024-12-05,DEL-BOM,829,10.0,839.0
6E3582,2024-08-07,DEL-BOM,1052,4.0,1056.0
6E3583,2024-01-08,BLR-HYD,594,11.0,605.0
6E3584,2024-12-09,DEL-HYD,1353,117.0,1470.0
6E3585,2024-10-01,DEL-HYD,919,115.0,1034.0
6E3586,2024-12-18,BOM-BLR,1057,1.0,1058.0
6E3587,2024-03-06,BLR-HYD,503,67.0,570.0
6E3588,2024-03-19,BOM-BLR,103,28.0,131.0
6E3589,2024-03-26,BLR-HYD,493,91.0,584.0
6E3590,2024-05-03,BOM-BLR,1394,105.0,1499.0
6E3591,2024-07-20,BLR-HYD,387,95.0,482.0
6E3592,2024-05-29,DEL-BOM,1260,37.0,1297.0
6E3593,2024-02-15,BOM-BLR,734,54.0,788.0
6E3594,2024-04-22,BOM-BLR,904,107.0,1011.0
6E3595,2024-03-31,BLR-HYD,1113,31.0,1144.0
6E3596,2024-05-20,DEL-BLR,332,29.0,361.0
6E3597,2024-10-15,DEL-BLR,376,0.0,376.0
6E3598,2024-08-05,DEL-BOM,239,8.0,247.0
6E3599,2024-03-17,DEL-HYD,729,38.0,767.0
6E3600,2024-11-29,DEL-HYD,181,69.0,250.0
6E3601,2024-05-31,DEL-BOM,1280,52.0,1332.0
6E3602,2024-11-18,DEL-HYD,743,97.0,840.0
6E3603,2024-08-26,BLR-HYD,1212,2.0,1214.0
6E3604,2024-04-24,DEL-BLR,840,54.0,894.0
6E3605,2024-11-14,DEL-BOM,1438,54.0,1492.0
6E3606,2024-04-03,BLR-HYD,1278,106.0,1384.0
6E3607,2024-02-17,DEL-BOM,1068,111.0,1179.0
6E3608,2024-07-09,DEL-BLR,1008,46.0,1054.0
6E3609,2024-01-12,DEL-HYD,827,0.0,827.0
6E3610,2024-06-04,BLR-HYD,597,112.0,709.0
6E3611,2024-06-20,DEL-BLR,1016,22.0,1038.0
6E3612,2024-10-22,DEL-BOM,200,73.0,273.0
6E3613,2024-06-25,BOM-BLR,1382,49.0,1431.0
6E3614,2024-12-06,BLR-HYD,342,89.0,431.0
6E3615,2024-02-26,DEL-BOM,1235,59.0,1294.0
6E3616,2024-12-08,DEL-BOM,630,29.0,659.0
6E3617,2024-12-05,DEL-BLR,297,18.0,315.0
6E3618,2024-07-21,DEL-BOM,1178,43.0,1221.0
6E3619,2024-07-03,BLR-HYD,697,50.0,747.0
6E3620,2024-04-30,BLR-HYD,1220,12.0,1232.0
6E3621,2024-08-13,DEL-BOM,712,74.0,786.0
6E3622,2024-07-20,DEL-BLR,929,57.0,986.0
6E3623,2024-11-25,BLR-HYD,777,120.0,897.0
6E3624,2024-12-28,BOM-BLR,378,104.0,482.0
6E3625,2024-12-21,DEL-HYD,747,56.0,803.0
6E3626,2024-08-03,DEL-BLR,705,56.0,761.0
6E3627,2024-02-12,DEL-BLR,366,39.0,405.0
6E3628,2024-01-23,DEL-HYD,770,66.0,836.0
6E3629,2024-06-03,DEL-HYD,1094,120.0,1214.0
6E3630,2024-07-04,BLR-HYD,1051,111.0,1162.0
6E3631,2024-09-05,DEL-BOM,1416,111.0,1527.0
6E3632,2024-08-24,DEL-BOM,348,0.0,348.0
6E3633,2024-10-19,BOM-BLR,1141,68.0,1209.0
6E3634,2024-05-13,DEL-BOM,1403,62.0,1465.0
6E3635,2024-11-16,BOM-BLR,1231,107.0,1338.0
6E3636,2024-01-22,BOM-BLR,92,111.0,203.0
6E3637,2024-12-26,DEL-BLR,140,94.0,234.0
6E3638,2024-03-28,DEL-BLR,354,99.0,453.0
6E3639,2024-06-01,BLR-HYD,1092,3.0,1095.0
6E3640,2024-05-04,DEL-HYD,581,21.0,602.0
6E3641,2024-03-19,DEL-HYD,882,115.0,997.0
6E3642,2024-12-11,BOM-BLR,123,10.0,133.0
6E3643,2024-02-20,DEL-HYD,602,0.0,602.0
