Crew_ID,Date,Assigned_Flight,Duty_Type
C0033,2024-03-01,6E9718,Off
C1009,2024-01-30,6E7508,Off
C0960,2024-04-07,6E9738,Flying
C0620,2024-02-01,6E1345,Standby
C0900,2024-12-03,6E8611,Flying
C0501,2024-08-18,6E3671,Flying
C0899,2024-11-07,6E14351,Flying
C0857,2024-07-13,6E2348,Flying
C0703,2024-12-24,6E9307,Flying
C1106,2024-11-06,6E6730,Flying
C0608,2024-04-07,6E12068,Flying
C1170,2024-05-15,6E5491,Flying
C0569,2024-02-01,6E7359,Flying
C0730,2024-12-25,6E12819,Flying
C0284,2024-11-29,6E3254,Off
C0680,2024-11-20,6E15953,Flying
C0919,2024-09-19,6E10183,Flying
C0136,2024-10-02,6E9037,Flying
C0653,2024-11-13,6E8326,Flying
C1196,2024-05-28,6E4045,Flying
C0889,2024-04-01,6E10269,Flying
C1034,2024-02-07,6E5228,Flying
C0297,2024-04-14,6E8267,Flying
C0707,2024-06-13,6E3801,Off
C0330,2024-01-17,6E11426,Flying
C0448,2024-06-09,6E4710,Flying
C0015,2024-01-10,6E8924,Flying
C0216,2024-02-06,6E3872,Flying
C0330,2024-05-06,6E8411,Standby
C0564,2024-09-07,6E14673,Flying
C1083,2024-10-10,6E1937,Flying
C0176,2024-08-02,6E5535,Off
C0295,2024-06-18,6E7118,Flying
C0307,2024-04-29,6E18030,Standby
C0361,2024-02-27,6E15612,Flying
C1090,2024-06-24,6E7056,Flying
C0570,2024-01-16,6E12933,Flying
C0639,2024-08-22,6E15494,Flying
C0516,2024-08-11,6E13045,Flying
C0235,2024-03-02,6E2758,Flying
C0433,2024-12-30,6E14922,Flying
C0387,2024-03-29,6E2181,Flying
C1056,2024-12-22,6E14975,Flying
C1018,2024-05-22,6E6016,Flying
C0226,2024-01-16,6E7544,Flying
C0144,2024-07-27,6E15113,Off
C0018,2024-01-27,6E16062,Flying
C0732,2024-02-16,6E16643,Flying
C0746,2024-06-02,6E15054,Standby
C0747,2024-12-26,6E11387,Flying
C0362,2024-05-18,6E8180,Flying
C0321,2024-03-31,6E8277,Flying
C0592,2024-01-09,6E15583,Standby
C0073,2024-06-30,6E3339,Flying
C0849,2024-01-11,6E15008,Standby
C0100,2024-01-07,6E16083,Flying
C0256,2024-01-28,6E9084,Flying
C0863,2024-03-02,6E2541,Flying
C0162,2024-06-12,6E13981,Flying
C0293,2024-04-24,6E3168,Standby
C0162,2024-03-13,6E4995,Flying
C0869,2024-04-08,6E13463,Flying
C1167,2024-07-09,6E16243,Flying
C0223,2024-11-02,6E15188,Flying
C0307,2024-07-23,6E3883,Flying
C0014,2024-10-30,6E3742,Flying
C0571,2024-03-08,6E3251,Flying
C0227,2024-09-22,6E17508,Flying
C0145,2024-01-26,6E7969,Flying
C0657,2024-08-29,6E12386,Standby
C0786,2024-05-24,6E16638,Flying
C0823,2024-06-03,6E9958,Flying
C0483,2024-10-04,6E11529,Flying
C0433,2024-04-17,6E12940,Flying
C0242,2024-02-05,6E17981,Off
C0919,2024-10-15,6E14139,Flying
C0616,2024-12-16,6E8981,Standby
C0277,2024-06-29,6E18222,Flying
C0686,2024-09-11,6E16402,Standby
C0100,2024-12-14,6E7667,Standby
C0522,2024-06-05,6E7433,Flying
C1108,2024-12-22,6E11605,Standby
C1077,2024-05-02,6E15591,Flying
C1151,2024-11-09,6E3533,Flying
C0647,2024-09-27,6E11913,Standby
C0055,2024-06-30,6E8981,Flying
C0756,2024-08-30,6E10934,Flying
C0577,2024-07-08,6E18181,Standby
C1045,2024-02-26,6E5369,Standby
C0775,2024-05-07,6E16056,Standby
C0836,2024-03-19,6E12811,Standby
C0359,2024-03-11,6E17751,Flying
C0143,2024-02-27,6E7260,Flying
C0610,2024-10-11,6E7060,Flying
C1026,2024-02-15,6E8738,Off
C0357,2024-08-30,6E3496,Flying
C0643,2024-02-23,6E1983,Flying
C0452,2024-07-26,6E14399,Standby
C0047,2024-12-19,6E9884,Standby
C0753,2024-03-25,6E6383,Flying
C0427,2024-01-07,6E14821,Flying
C0868,2024-10-11,6E2184,Flying
C0900,2024-05-16,6E9915,Standby
C0851,2024-02-18,6E15178,Standby
C0866,2024-11-22,6E18389,Flying
C0848,2024-11-29,6E5258,Flying
C0692,2024-12-15,6E18147,Flying
C0941,2024-12-09,6E8530,Flying
C0488,2024-11-06,6E16415,Standby
C0672,2024-07-11,6E17547,Flying
C0770,2024-03-24,6E2631,Flying
C0529,2024-04-04,6E4827,Standby
C0172,2024-01-15,6E8547,Flying
C0566,2024-06-27,6E5116,Flying
C0525,2024-02-03,6E18991,Off
C0964,2024-03-09,6E15317,Flying
C0758,2024-09-02,6E13355,Flying
C0450,2024-08-01,6E8230,Flying
C0783,2024-01-12,6E4817,Flying
C0062,2024-06-21,6E1316,Flying
C0664,2024-06-07,6E2891,Flying
C1094,2024-11-05,6E9848,Flying
C0497,2024-08-08,6E2925,Flying
C0839,2024-05-29,6E12434,Flying
C0208,2024-08-27,6E8772,Standby
C0456,2024-03-12,6E15324,Standby
C1155,2024-07-10,6E13448,Flying
C0473,2024-11-11,6E15169,Standby
C0669,2024-08-16,6E17528,Flying
C0054,2024-10-10,6E6884,Standby
C0889,2024-11-26,6E17855,Flying
C0215,2024-08-21,6E15742,Standby
C0011,2024-11-28,6E2097,Flying
C0454,2024-02-12,6E12905,Standby
C0411,2024-10-05,6E12495,Standby
C0731,2024-08-30,6E18316,Standby
C0584,2024-04-06,6E2539,Flying
C0109,2024-03-30,6E16967,Off
C0027,2024-08-22,6E8278,Flying
C0349,2024-04-06,6E9590,Flying
C1006,2024-10-20,6E6460,Flying
C0517,2024-09-28,6E12238,Flying
C1012,2024-03-14,6E5395,Flying
C0225,2024-09-08,6E6125,Flying
C0350,2024-02-10,6E4094,Flying
C1113,2024-10-26,6E8550,Flying
C0646,2024-09-29,6E9364,Standby
C1127,2024-11-03,6E18426,Flying
C0330,2024-10-25,6E2822,Flying
C1149,2024-10-05,6E9210,Flying
C0957,2024-01-01,6E10210,Off
C0083,2024-04-02,6E4999,Standby
C0267,2024-10-07,6E14808,Flying
C1081,2024-01-06,6E18412,Flying
C0799,2024-11-05,6E16734,Flying
C0187,2024-11-29,6E16569,Flying
C0479,2024-10-01,6E4805,Off
C0686,2024-04-12,6E12234,Flying
C1118,2024-10-20,6E14627,Flying
C0398,2024-04-16,6E10759,Flying
C0863,2024-08-17,6E3706,Off
C0521,2024-07-23,6E14292,Flying
C0113,2024-06-26,6E10562,Standby
C0122,2024-04-07,6E13256,Flying
C0386,2024-02-27,6E10476,Standby
C0784,2024-12-02,6E3172,Flying
C0919,2024-06-25,6E6385,Flying
C0382,2024-04-07,6E3602,Flying
C0156,2024-08-12,6E2418,Flying
C1152,2024-08-23,6E18615,Flying
C1067,2024-04-01,6E6620,Flying
C0381,2024-09-07,6E3526,Flying
C0389,2024-12-22,6E4409,Standby
C1047,2024-08-03,6E16579,Standby
C0787,2024-12-01,6E13403,Flying
C1153,2024-07-23,6E7544,Standby
C0228,2024-01-26,6E1449,Flying
C1105,2024-05-14,6E18568,Flying
C0588,2024-02-13,6E1564,Flying
C0714,2024-05-21,6E4294,Flying
C0631,2024-02-21,6E18199,Flying
C0764,2024-06-08,6E9996,Standby
C0634,2024-12-26,6E10772,Flying
C0174,2024-07-21,6E14866,Flying
C1079,2024-03-15,6E7100,Flying
C0387,2024-12-05,6E6613,Flying
C0680,2024-07-03,6E2192,Off
C1172,2024-02-21,6E7984,Flying
C0343,2024-08-26,6E1345,Flying
C1148,2024-04-23,6E5069,Off
C0740,2024-07-07,6E17056,Flying
C0333,2024-03-02,6E6993,Flying
C0706,2024-09-02,6E2402,Standby
C0453,2024-08-01,6E11779,Flying
C0079,2024-11-27,6E8425,Off
C0008,2024-12-24,6E13729,Standby
C0567,2024-06-07,6E12719,Off
C0549,2024-10-13,6E16062,Standby
C0712,2024-01-12,6E4884,Flying
C0270,2024-10-17,6E16301,Standby
C0432,2024-11-08,6E3318,Flying
C0601,2024-06-17,6E3138,Flying
C0226,2024-01-27,6E12922,Flying
C0335,2024-11-22,6E10473,Flying
C0122,2024-12-03,6E7970,Standby
C0476,2024-03-16,6E1614,Flying
C0786,2024-06-04,6E10717,Standby
C0237,2024-03-15,6E4967,Flying
C0779,2024-09-15,6E6511,Standby
C0382,2024-12-22,6E15166,Flying
C0389,2024-01-03,6E6956,Flying
C0694,2024-10-11,6E2843,Standby
C0461,2024-02-23,6E9259,Flying
C0110,2024-08-10,6E16565,Standby
C0214,2024-11-16,6E18286,Flying
C0463,2024-08-16,6E5658,Standby
C0585,2024-05-28,6E2488,Flying
C0515,2024-08-25,6E13309,Flying
C0002,2024-02-10,6E5834,Flying
C0210,2024-08-21,6E17511,Standby
C0824,2024-01-20,6E12481,Flying
C0058,2024-09-02,6E8531,Flying
C0484,2024-02-29,6E10613,Flying
C0948,2024-07-21,6E4209,Off
C1137,2024-07-01,6E4172,Flying
C0485,2024-09-15,6E2137,Flying
C0071,2024-05-03,6E13591,Flying
C1069,2024-09-26,6E8540,Flying
C0656,2024-10-27,6E2659,Flying
C0542,2024-04-18,6E7802,Off
C0786,2024-12-16,6E18327,Flying
C0996,2024-08-14,6E14720,Off
C0476,2024-07-06,6E9451,Flying
C0572,2024-06-25,6E6256,Flying
C0747,2024-11-21,6E18955,Standby
C1178,2024-12-14,6E9340,Flying
C0592,2024-11-03,6E10571,Flying
C0649,2024-03-03,6E16531,Flying
C0466,2024-09-01,6E9246,Flying
C0225,2024-06-28,6E6053,Flying
C0242,2024-01-22,6E16794,Flying
C0969,2024-11-06,6E17997,Flying
C0558,2024-04-22,6E7477,Off
C0684,2024-04-19,6E13410,Flying
C0492,2024-01-03,6E15966,Flying
C0453,2024-09-14,6E8380,Standby
C0535,2024-07-05,6E7271,Flying
C0499,2024-01-28,6E9486,Flying
C0802,2024-09-04,6E17188,Off
C0742,2024-01-09,6E11762,Standby
C0709,2024-07-08,6E16569,Flying
C0193,2024-10-14,6E4954,Flying
C0154,2024-03-15,6E1057,Standby
C0466,2024-04-11,6E5246,Flying
C0567,2024-10-17,6E4514,Flying
C0767,2024-02-16,6E17059,Flying
C1039,2024-02-05,6E17847,Off
C0079,2024-05-26,6E8273,Standby
C0011,2024-05-02,6E7582,Standby
C0570,2024-06-01,6E15002,Flying
C1005,2024-11-11,6E7218,Flying
C0239,2024-04-30,6E17763,Flying
C0810,2024-08-19,6E5037,Standby
C0849,2024-04-04,6E12284,Flying
C0197,2024-01-23,6E4239,Flying
C0161,2024-04-24,6E9168,Flying
C0499,2024-06-03,6E4387,Flying
C0172,2024-06-11,6E11847,Flying
C0857,2024-03-17,6E8243,Flying
C1159,2024-10-18,6E9869,Flying
C0226,2024-08-03,6E5321,Flying
C0975,2024-04-06,6E15945,Flying
C0032,2024-07-17,6E9703,Flying
C0295,2024-05-16,6E17659,Flying
C1182,2024-01-21,6E13473,Flying
C1129,2024-06-08,6E12371,Off
C0726,2024-11-17,6E7674,Flying
C0586,2024-10-26,6E12697,Flying
C0584,2024-04-30,6E13931,Flying
C0733,2024-07-11,6E18102,Flying
C0334,2024-12-01,6E7576,Flying
C0926,2024-08-02,6E18640,Off
C0737,2024-05-22,6E15925,Flying
C0362,2024-06-03,6E14422,Standby
C0930,2024-01-16,6E16063,Flying
C0935,2024-10-28,6E9684,Flying
C1073,2024-12-24,6E8042,Standby
C0490,2024-07-18,6E3248,Flying
C0133,2024-03-05,6E8649,Flying
C0873,2024-01-19,6E6682,Off
C0299,2024-03-30,6E15775,Off
C0559,2024-02-06,6E5093,Flying
C1043,2024-07-04,6E13601,Flying
C1178,2024-11-04,6E14264,Flying
C0194,2024-02-16,6E5936,Flying
C0398,2024-05-10,6E5234,Standby
C0436,2024-03-28,6E10694,Standby
C0604,2024-12-07,6E18172,Off
C0388,2024-03-02,6E7190,Standby
C0643,2024-05-08,6E2411,Standby
C0335,2024-02-08,6E12683,Standby
C0368,2024-11-24,6E9758,Standby
C0562,2024-06-09,6E7616,Flying
C0979,2024-10-05,6E6678,Flying
C0738,2024-06-10,6E13067,Flying
C0509,2024-02-18,6E13029,Flying
C0696,2024-05-04,6E13277,Flying
C0528,2024-08-14,6E7061,Off
C0100,2024-10-31,6E7164,Off
C0278,2024-12-17,6E13811,Flying
C0428,2024-11-17,6E2205,Flying
C0329,2024-03-11,6E3744,Off
C1024,2024-11-18,6E13069,Flying
C0764,2024-09-03,6E11358,Standby
C0692,2024-02-08,6E11850,Flying
C0033,2024-04-09,6E18303,Flying
C0120,2024-01-01,6E11776,Off
C1121,2024-06-22,6E7337,Flying
C0386,2024-06-12,6E11454,Flying
C0014,2024-06-20,6E6948,Flying
C0613,2024-01-31,6E16468,Off
C0737,2024-04-06,6E6729,Flying
C0321,2024-04-19,6E6085,Off
C0086,2024-07-04,6E3198,Flying
C0542,2024-02-22,6E6674,Flying
C1088,2024-04-12,6E18819,Flying
C0080,2024-12-14,6E8430,Off
C0394,2024-07-03,6E10406,Flying
C0667,2024-07-19,6E2263,Off
C0878,2024-03-18,6E14872,Flying
C0211,2024-09-04,6E12796,Flying
C0403,2024-09-17,6E6738,Flying
C1123,2024-11-03,6E6985,Flying
C0267,2024-02-01,6E3663,Off
C1076,2024-05-13,6E17868,Standby
C0638,2024-04-02,6E1263,Flying
C1146,2024-12-13,6E15465,Flying
C0032,2024-06-29,6E12411,Flying
C1021,2024-11-12,6E11828,Flying
C0468,2024-05-26,6E9578,Off
C0292,2024-05-11,6E2089,Flying
C0600,2024-06-08,6E10154,Flying
C0171,2024-12-05,6E7471,Flying
C0368,2024-10-28,6E2674,Standby
C0308,2024-03-02,6E11830,Standby
C0068,2024-12-13,6E12118,Flying
C1157,2024-11-05,6E6065,Flying
C1107,2024-12-21,6E7054,Standby
C0176,2024-08-02,6E10231,Flying
C0883,2024-11-18,6E15353,Flying
C0920,2024-10-06,6E11284,Flying
C0892,2024-03-06,6E16104,Standby
C0112,2024-01-18,6E2954,Off
C0355,2024-08-28,6E15836,Off
C0191,2024-04-05,6E5971,Flying
C0262,2024-02-17,6E6808,Flying
C0616,2024-02-17,6E1146,Flying
C0688,2024-11-13,6E3725,Flying
C1072,2024-08-27,6E6021,Flying
C0925,2024-08-09,6E6307,Flying
C0120,2024-08-17,6E15062,Flying
C0937,2024-06-03,6E15673,Flying
C0384,2024-03-02,6E6386,Standby
C0329,2024-04-11,6E12932,Standby
C0872,2024-12-23,6E7839,Flying
C0765,2024-11-29,6E15765,Off
C0773,2024-11-16,6E3328,Flying
C0085,2024-11-03,6E6615,Flying
C0017,2024-01-01,6E16660,Off
C0384,2024-02-09,6E5433,Flying
C0082,2024-03-12,6E4830,Flying
C0796,2024-05-24,6E16434,Off
C0106,2024-01-01,6E10401,Flying
C0889,2024-03-18,6E6891,Off
C0147,2024-07-23,6E9297,Flying
C1032,2024-07-23,6E14851,Flying
C0274,2024-11-18,6E16746,Flying
C0511,2024-01-22,6E4630,Flying
C0735,2024-10-17,6E2299,Flying
C0038,2024-11-07,6E2115,Flying
C0571,2024-08-19,6E4940,Standby
C1157,2024-02-14,6E10647,Standby
C0660,2024-12-07,6E17969,Flying
C0082,2024-10-15,6E9190,Flying
C0881,2024-07-15,6E5975,Flying
C0849,2024-05-09,6E17099,Flying
C0787,2024-11-10,6E18164,Flying
C0765,2024-12-16,6E4409,Flying
C0283,2024-08-25,6E5592,Flying
C0252,2024-10-11,6E15621,Flying
C1006,2024-08-08,6E2679,Standby
C0708,2024-11-06,6E9123,Flying
C0920,2024-12-15,6E16242,Standby
C0855,2024-05-29,6E11342,Flying
C0036,2024-07-31,6E12713,Flying
C1189,2024-04-14,6E15834,Flying
C1199,2024-06-25,6E15670,Flying
C0960,2024-07-17,6E11528,Flying
C0902,2024-08-04,6E14205,Flying
C1100,2024-01-16,6E18437,Flying
C1152,2024-06-16,6E5179,Standby
C0512,2024-06-21,6E5951,Flying
C0758,2024-03-04,6E4634,Flying
C0278,2024-07-09,6E7512,Flying
C0331,2024-06-27,6E1249,Off
C0360,2024-08-24,6E5645,Flying
C0871,2024-01-10,6E1941,Standby
C0102,2024-03-16,6E6463,Flying
C0377,2024-08-01,6E7208,Flying
C0589,2024-04-30,6E14774,Flying
C0774,2024-06-21,6E17149,Flying
C0822,2024-12-06,6E8224,Flying
C0002,2024-02-25,6E4698,Flying
C0128,2024-08-17,6E7602,Flying
C1156,2024-03-13,6E8072,Standby
C0943,2024-07-30,6E18230,Flying
C0352,2024-01-13,6E18582,Off
C0042,2024-03-04,6E9410,Flying
C0259,2024-04-24,6E4090,Flying
C0037,2024-08-03,6E1374,Flying
C0022,2024-06-06,6E9232,Standby
C1185,2024-11-03,6E5954,Flying
C0359,2024-04-23,6E3698,Flying
C0830,2024-02-23,6E2143,Standby
C0306,2024-11-08,6E9000,Flying
C0014,2024-01-18,6E5347,Flying
C0048,2024-01-25,6E15706,Standby
C1122,2024-06-29,6E15784,Flying
C0816,2024-10-02,6E15307,Flying
C1150,2024-01-11,6E13841,Standby
C0160,2024-06-16,6E3529,Flying
C0185,2024-03-30,6E2798,Flying
C0467,2024-03-27,6E13454,Flying
C0783,2024-06-23,6E16270,Flying
C0631,2024-02-25,6E5347,Standby
C0735,2024-10-15,6E10999,Flying
C0558,2024-08-04,6E15008,Standby
C0327,2024-04-07,6E1255,Standby
C0066,2024-10-08,6E8798,Standby
C0313,2024-12-24,6E5281,Flying
C0290,2024-11-20,6E1920,Flying
C0227,2024-01-29,6E8663,Flying
C0961,2024-12-30,6E16088,Flying
C0175,2024-11-11,6E14142,Standby
C1089,2024-06-01,6E17544,Flying
C0847,2024-04-16,6E2259,Flying
C0762,2024-06-20,6E3209,Standby
C0270,2024-04-30,6E6000,Flying
C0182,2024-01-12,6E1274,Flying
C0906,2024-12-14,6E10719,Standby
C0835,2024-02-08,6E6279,Flying
C0340,2024-05-26,6E14304,Standby
C0896,2024-05-26,6E4083,Flying
C0887,2024-01-29,6E12469,Off
C0859,2024-07-12,6E17716,Flying
C0753,2024-03-30,6E17126,Standby
C1140,2024-12-22,6E3633,Flying
C1035,2024-08-30,6E13699,Standby
C0899,2024-08-13,6E13116,Flying
C0984,2024-08-09,6E6268,Flying
C0167,2024-11-27,6E11972,Flying
C1034,2024-01-20,6E14224,Flying
C0563,2024-12-18,6E14070,Flying
C0328,2024-09-21,6E1367,Standby
C1071,2024-01-02,6E14646,Standby
C0821,2024-06-04,6E2935,Flying
C0399,2024-02-03,6E18804,Flying
C0437,2024-10-03,6E11027,Flying
C1145,2024-12-04,6E2259,Flying
C0810,2024-07-24,6E12721,Flying
C0797,2024-12-02,6E2589,Flying
C1071,2024-12-06,6E12747,Standby
C0731,2024-10-04,6E1620,Flying
C0798,2024-07-05,6E7765,Standby
C0635,2024-03-24,6E13367,Off
C0526,2024-07-09,6E13098,Flying
C0489,2024-10-27,6E8677,Flying
C0505,2024-12-04,6E13614,Flying
C1103,2024-08-07,6E8764,Flying
C0750,2024-02-02,6E16448,Flying
C1134,2024-10-17,6E16354,Flying
C0874,2024-10-28,6E17533,Flying
C0556,2024-05-06,6E15155,Flying
C0409,2024-12-27,6E12785,Flying
C1115,2024-06-12,6E2641,Flying
C0239,2024-12-29,6E1207,Flying
C0317,2024-07-08,6E3230,Flying
C0770,2024-03-23,6E16171,Flying
C0977,2024-08-05,6E12397,Flying
C0079,2024-12-21,6E12269,Flying
C0475,2024-12-28,6E3994,Flying
C0330,2024-01-26,6E11530,Flying
C0510,2024-05-14,6E17935,Flying
C0777,2024-12-08,6E11268,Off
C0920,2024-05-12,6E7892,Flying
C0961,2024-08-02,6E3447,Standby
C0166,2024-11-30,6E7039,Flying
C0901,2024-03-21,6E17967,Flying
C1092,2024-12-05,6E11531,Flying
C0237,2024-07-26,6E3291,Flying
C0471,2024-04-21,6E14066,Standby
C1086,2024-05-02,6E12020,Flying
C0135,2024-08-10,6E3925,Flying
C0947,2024-05-01,6E3420,Flying
C0160,2024-03-20,6E7684,Flying
C0619,2024-05-07,6E12448,Flying
C0842,2024-11-29,6E6281,Standby
C0755,2024-03-14,6E6455,Standby
C0755,2024-08-12,6E18950,Flying
C1125,2024-10-23,6E3416,Flying
C0555,2024-03-26,6E14978,Off
C0415,2024-11-17,6E17762,Flying
C1047,2024-07-10,6E16154,Flying
C0840,2024-09-19,6E17470,Standby
C0656,2024-05-02,6E12886,Flying
C0777,2024-05-06,6E8269,Flying
C0979,2024-01-30,6E10945,Flying
C0551,2024-06-15,6E6566,Standby
C0300,2024-05-26,6E10814,Flying
C0588,2024-09-10,6E14905,Flying
C0969,2024-02-07,6E17515,Standby
C0048,2024-04-10,6E8668,Flying
C0205,2024-03-19,6E14935,Off
C0611,2024-08-29,6E16274,Flying
C0422,2024-04-11,6E17935,Standby
C0974,2024-12-20,6E17167,Flying
C0320,2024-09-16,6E10112,Off
C0948,2024-06-11,6E18414,Flying
C1168,2024-03-25,6E14311,Flying
C0090,2024-04-19,6E15341,Off
C0550,2024-07-06,6E2759,Flying
C1189,2024-08-25,6E12300,Flying
C0111,2024-02-05,6E6076,Flying
C0684,2024-12-23,6E17242,Standby
C1032,2024-07-30,6E9507,Flying
C0023,2024-11-08,6E16696,Standby
C0571,2024-12-27,6E6985,Flying
C0441,2024-12-30,6E5837,Flying
C1082,2024-03-24,6E3146,Flying
C1012,2024-03-30,6E17835,Flying
C0687,2024-05-11,6E16278,Flying
C1120,2024-11-02,6E4994,Flying
C1171,2024-03-24,6E17040,Flying
C0462,2024-04-15,6E6248,Off
C0629,2024-06-28,6E10255,Standby
C0752,2024-07-21,6E10475,Flying
C0666,2024-11-22,6E13195,Standby
C0308,2024-11-06,6E2930,Flying
C0421,2024-04-17,6E3833,Standby
C0303,2024-01-31,6E1278,Flying
C0712,2024-02-19,6E15916,Flying
C0526,2024-03-27,6E7224,Off
C1178,2024-05-22,6E4769,Flying
C0047,2024-03-05,6E2514,Standby
C0760,2024-08-26,6E11157,Standby
C0606,2024-09-22,6E11126,Flying
C0499,2024-03-28,6E9517,Flying
C0106,2024-11-30,6E6337,Flying
C0740,2024-06-24,6E11999,Flying
C0907,2024-05-28,6E16132,Flying
C0770,2024-01-24,6E6577,Off
C0158,2024-05-30,6E13727,Flying
C0371,2024-11-20,6E12347,Off
C0792,2024-10-15,6E13969,Flying
C0245,2024-02-05,6E18491,Flying
C0117,2024-08-19,6E8558,Off
C0070,2024-07-04,6E15301,Flying
C0878,2024-03-30,6E2691,Flying
C1099,2024-11-17,6E11704,Flying
C0135,2024-08-13,6E12729,Flying
C0737,2024-10-13,6E4155,Flying
C0890,2024-12-25,6E16894,Flying
C0138,2024-07-09,6E7942,Flying
C0713,2024-06-21,6E5756,Standby
C0240,2024-03-23,6E9857,Flying
C0537,2024-04-30,6E6168,Standby
C0217,2024-06-26,6E1122,Flying
C0881,2024-11-18,6E8523,Standby
C1036,2024-07-17,6E16219,Standby
C0507,2024-12-08,6E6667,Standby
C0418,2024-08-16,6E14737,Off
C0387,2024-05-08,6E9121,Off
C1158,2024-08-29,6E17737,Flying
C0923,2024-11-22,6E1176,Standby
C0595,2024-12-07,6E3968,Standby
C0840,2024-03-23,6E3247,Flying
C0036,2024-12-15,6E6805,Standby
C0829,2024-05-16,6E11537,Flying
C0711,2024-04-08,6E12345,Standby
C0682,2024-06-11,6E4007,Standby
C1166,2024-05-20,6E1544,Flying
C0248,2024-06-02,6E7694,Flying
C0321,2024-06-21,6E12141,Flying
C0723,2024-06-27,6E11630,Flying
C0782,2024-12-13,6E15253,Flying
C0627,2024-06-01,6E8476,Standby
C0323,2024-02-25,6E15142,Flying
C0930,2024-10-21,6E8143,Flying
C1161,2024-05-10,6E10126,Flying
C0904,2024-02-22,6E1913,Flying
C0061,2024-03-02,6E4931,Standby
C0935,2024-08-13,6E5218,Off
C1022,2024-04-14,6E16982,Flying
C0919,2024-07-13,6E8845,Flying
C0328,2024-11-20,6E10366,Flying
C0895,2024-07-18,6E2724,Flying
C0168,2024-11-10,6E12551,Standby
C0358,2024-06-14,6E1485,Flying
C1083,2024-08-03,6E4978,Flying
C0868,2024-10-13,6E8723,Standby
C0683,2024-10-31,6E10445,Flying
C0084,2024-08-04,6E4652,Flying
C0248,2024-02-07,6E17857,Flying
C0826,2024-09-09,6E18261,Flying
C1022,2024-10-31,6E6243,Standby
C0932,2024-08-05,6E6474,Flying
C0969,2024-04-09,6E18569,Flying
C0481,2024-01-23,6E12547,Flying
C0646,2024-12-05,6E4554,Flying
C0193,2024-10-09,6E2540,Flying
C0438,2024-03-21,6E12406,Flying
C0500,2024-05-21,6E12680,Standby
C0152,2024-05-10,6E9155,Flying
C0669,2024-04-13,6E11267,Standby
C0269,2024-01-27,6E2875,Standby
C0575,2024-07-08,6E17974,Standby
C0157,2024-09-08,6E18108,Off
C0187,2024-09-26,6E6736,Flying
C0317,2024-08-07,6E5122,Flying
C0600,2024-06-20,6E18070,Flying
C0987,2024-01-25,6E15924,Off
C0084,2024-07-07,6E3740,Flying
C0196,2024-07-21,6E7577,Flying
C1159,2024-02-21,6E14096,Flying
C0378,2024-05-19,6E18710,Flying
C0118,2024-09-02,6E5140,Flying
C0026,2024-10-05,6E6105,Off
C0239,2024-04-29,6E2116,Standby
C1133,2024-08-15,6E4581,Standby
C1114,2024-09-13,6E9155,Flying
C0382,2024-07-11,6E7354,Standby
C0793,2024-05-05,6E12040,Flying
C1042,2024-05-12,6E10667,Standby
C0664,2024-07-03,6E7394,Standby
C0502,2024-05-29,6E14810,Flying
C0620,2024-09-14,6E1921,Flying
C0776,2024-08-23,6E9518,Flying
C0217,2024-10-03,6E6034,Standby
C0995,2024-11-22,6E14401,Flying
C0024,2024-02-28,6E1719,Standby
C1000,2024-09-21,6E14325,Flying
C0373,2024-04-29,6E14515,Standby
C0614,2024-03-13,6E6420,Flying
C0330,2024-09-07,6E15714,Standby
C1178,2024-04-24,6E1906,Flying
C0936,2024-04-09,6E15754,Flying
C0417,2024-03-13,6E11655,Flying
C0423,2024-05-17,6E7833,Flying
C0606,2024-04-22,6E7688,Flying
C1061,2024-03-14,6E12588,Flying
C1182,2024-08-23,6E14600,Flying
C0700,2024-09-29,6E1833,Flying
C0113,2024-08-17,6E15112,Standby
C0542,2024-09-16,6E4833,Flying
C0941,2024-03-04,6E16079,Off
C0018,2024-05-23,6E2164,Flying
C0162,2024-10-31,6E5870,Flying
C0159,2024-04-09,6E9226,Standby
C1034,2024-06-03,6E8065,Flying
C0873,2024-01-06,6E15517,Flying
C1039,2024-04-13,6E2753,Flying
C0565,2024-01-09,6E6730,Flying
C0699,2024-11-09,6E15042,Flying
C1079,2024-09-08,6E10481,Flying
C0446,2024-02-01,6E11019,Flying
C1180,2024-01-30,6E4037,Flying
C0890,2024-10-27,6E7625,Standby
C0391,2024-08-07,6E12168,Flying
C0139,2024-05-29,6E17840,Flying
C0884,2024-10-13,6E18022,Standby
C0762,2024-07-27,6E1070,Flying
C0125,2024-05-07,6E11184,Flying
C0219,2024-01-17,6E13476,Standby
C0281,2024-05-04,6E17372,Flying
C0440,2024-02-23,6E7877,Flying
C0102,2024-03-19,6E7353,Flying
C1064,2024-10-29,6E5287,Flying
C0471,2024-06-08,6E17571,Flying
C0434,2024-06-04,6E3012,Flying
C0011,2024-11-27,6E5004,Flying
C0132,2024-06-15,6E13773,Flying
C0484,2024-08-31,6E4282,Flying
C0415,2024-07-19,6E3949,Standby
C0822,2024-06-01,6E11506,Standby
C0568,2024-10-08,6E13486,Flying
C0862,2024-11-19,6E12401,Flying
C0355,2024-07-08,6E4943,Flying
C0261,2024-05-26,6E14301,Flying
C0592,2024-01-13,6E18018,Flying
C1011,2024-10-11,6E8900,Flying
C0580,2024-11-05,6E14341,Off
C1028,2024-08-26,6E18714,Flying
