Crew_ID,Date,Standby_Type,Utilized
C0539,2024-12-09,Home,Yes
C0418,2024-07-07,Home,No
C0325,2024-01-11,Airport,Yes
C0331,2024-05-03,Airport,No
C0467,2024-01-15,Airport,No
C0745,2024-07-27,Home,No
C0902,2024-08-09,Home,No
C0047,2024-10-04,Home,Yes
C0824,2024-07-25,Home,Yes
C0678,2024-09-15,Home,No
C0922,2024-03-25,Home,No
C0641,2024-06-27,Airport,Yes
C0629,2024-06-27,Home,No
C1200,2024-04-19,Airport,Yes
C0205,2024-05-16,Home,No
C0465,2024-05-07,Home,Yes
C0873,2024-06-29,Airport,No
C0341,2024-05-29,Airport,No
C1153,2024-06-12,Home,Yes
C0734,2024-07-01,Airport,No
C0913,2024-04-06,Home,Yes
C1179,2024-06-24,Home,Yes
C0987,2024-03-25,Home,Yes
C1028,2024-11-20,Airport,Yes
C0489,2024-12-09,Home,Yes
C1153,2024-09-01,Airport,No
C0779,2024-01-22,Airport,Yes
C0392,2024-11-21,Home,No
C0739,2024-12-11,Airport,No
C0314,2024-10-31,Home,No
C1054,2024-02-27,Home,Yes
C0997,2024-03-07,Airport,Yes
C0052,2024-07-03,Home,Yes
C0808,2024-09-16,Home,Yes
C0728,2024-10-28,Airport,Yes
C0415,2024-04-21,Home,Yes
C1088,2024-08-23,Airport,Yes
C0452,2024-11-13,Airport,Yes
C0324,2024-05-20,Home,Yes
C0676,2024-08-16,Home,Yes
C0002,2024-05-03,Home,Yes
C0643,2024-06-10,Airport,No
C0351,2024-10-27,Airport,No
C0187,2024-02-18,Home,Yes
C1034,2024-02-13,Airport,Yes
C1008,2024-09-20,Airport,No
C0922,2024-10-01,Home,Yes
C0375,2024-08-29,Airport,Yes
C1026,2024-11-26,Home,Yes
C0830,2024-01-09,Home,No
C1083,2024-02-28,Airport,No
C0572,2024-08-25,Home,No
C1077,2024-06-20,Home,Yes
C1019,2024-12-05,Airport,No
C0958,2024-04-20,Airport,Yes
C0917,2024-08-24,Airport,Yes
C0408,2024-10-20,Home,Yes
C0958,2024-03-14,Home,Yes
C1152,2024-03-01,Airport,Yes
C0240,2024-09-13,Home,No
C1146,2024-09-10,Home,No
C0086,2024-01-29,Home,Yes
C0063,2024-01-31,Home,Yes
C0293,2024-08-22,Home,No
C0307,2024-03-30,Airport,No
C0532,2024-05-03,Home,Yes
C0205,2024-09-01,Airport,Yes
C0157,2024-08-29,Airport,No
C0620,2024-11-21,Airport,Yes
C0108,2024-08-27,Airport,Yes
C0413,2024-08-10,Home,No
C1186,2024-11-11,Airport,Yes
C1160,2024-11-27,Home,No
C0507,2024-05-24,Home,No
C0205,2024-08-27,Airport,No
C0146,2024-04-25,Home,Yes
C0248,2024-11-05,Home,Yes
C0879,2024-05-04,Home,No
C0239,2024-10-06,Home,Yes
C0510,2024-02-27,Airport,Yes
C0560,2024-01-19,Airport,Yes
C0776,2024-08-28,Home,Yes
C0664,2024-04-30,Home,No
C0895,2024-10-23,Airport,Yes
C0305,2024-02-15,Airport,No
C0400,2024-02-20,Airport,Yes
C0741,2024-04-07,Home,Yes
C1069,2024-01-03,Home,Yes
C0521,2024-03-03,Airport,Yes
C0682,2024-05-24,Home,No
C1106,2024-07-29,Home,No
C0772,2024-11-19,Home,No
C0938,2024-09-02,Airport,Yes
C0694,2024-09-06,Home,Yes
C0698,2024-03-03,Home,Yes
C0246,2024-03-17,Airport,No
C0249,2024-01-09,Airport,No
C0128,2024-06-06,Airport,No
C0197,2024-01-24,Home,No
C0194,2024-07-02,Airport,Yes
C0897,2024-07-25,Home,Yes
C1170,2024-07-01,Airport,No
C0135,2024-02-19,Home,Yes
C0494,2024-12-16,Home,Yes
C0440,2024-06-08,Airport,Yes
C1158,2024-05-14,Airport,No
C0674,2024-10-18,Home,Yes
C1067,2024-09-17,Home,No
C0453,2024-05-06,Airport,No
C0745,2024-11-17,Airport,No
C0599,2024-05-16,Home,No
C0483,2024-10-08,Airport,Yes
C1153,2024-10-12,Home,Yes
C0555,2024-09-17,Airport,Yes
C0419,2024-06-19,Home,Yes
C0403,2024-05-27,Home,No
C0698,2024-09-02,Airport,No
C1087,2024-08-29,Home,No
C0222,2024-11-21,Airport,No
C0938,2024-05-15,Home,No
C0518,2024-08-11,Airport,No
C0607,2024-03-16,Home,Yes
C0380,2024-03-30,Home,Yes
C0940,2024-07-06,Home,Yes
C0699,2024-10-02,Airport,No
C0270,2024-12-25,Home,No
C0528,2024-07-23,Airport,No
C0633,2024-12-09,Airport,No
C0618,2024-08-13,Home,Yes
C0061,2024-11-23,Home,No
C0213,2024-09-28,Home,Yes
C0097,2024-05-28,Airport,No
C0526,2024-05-03,Airport,No
C0927,2024-09-03,Airport,No
C0530,2024-03-26,Home,No
C0932,2024-08-10,Airport,Yes
C0077,2024-03-25,Home,Yes
C0639,2024-07-21,Airport,No
C0186,2024-10-03,Home,Yes
C0572,2024-06-20,Home,No
C0772,2024-12-09,Airport,No
C0232,2024-03-21,Home,No
C0706,2024-05-05,Home,Yes
C0764,2024-07-18,Home,No
C0989,2024-03-10,Home,No
C0458,2024-06-05,Airport,Yes
C0337,2024-04-30,Home,Yes
C0065,2024-09-08,Home,No
C0579,2024-05-13,Home,Yes
C1132,2024-01-06,Airport,Yes
C0893,2024-12-05,Home,No
C0558,2024-06-03,Airport,Yes
C0484,2024-01-15,Home,No
C1072,2024-03-28,Airport,Yes
C0922,2024-07-18,Home,No
C0698,2024-08-13,Airport,Yes
C0345,2024-12-10,Airport,Yes
C0354,2024-03-07,Home,No
C0963,2024-04-26,Home,No
C0313,2024-11-27,Airport,No
C1052,2024-12-14,Airport,No
C0503,2024-04-23,Airport,Yes
C0781,2024-01-09,Airport,Yes
C0234,2024-10-01,Home,No
C0660,2024-10-24,Airport,Yes
C0375,2024-12-10,Airport,Yes
C1096,2024-10-16,Home,Yes
C0639,2024-10-11,Home,No
C0979,2024-01-23,Airport,No
C0837,2024-02-07,Home,Yes
C0581,2024-08-27,Airport,Yes
C0610,2024-01-15,Airport,Yes
C0638,2024-04-24,Airport,No
C0561,2024-06-26,Airport,Yes
C0126,2024-03-14,Home,No
C0866,2024-01-13,Home,No
C0267,2024-10-20,Home,No
C1014,2024-03-09,Home,No
C0656,2024-06-21,Home,Yes
C0198,2024-06-04,Airport,Yes
C0242,2024-08-09,Airport,Yes
C1013,2024-07-19,Home,No
C0371,2024-05-18,Home,Yes
C0636,2024-10-07,Home,No
C0961,2024-02-06,Home,No
C0727,2024-02-20,Home,Yes
C0102,2024-05-08,Home,Yes
C0904,2024-09-29,Home,Yes
C1093,2024-10-06,Airport,Yes
C0311,2024-06-13,Home,No
C0811,2024-02-05,Home,Yes
C0603,2024-06-05,Airport,No
C0121,2024-07-30,Home,Yes
C0508,2024-02-20,Airport,Yes
C1010,2024-07-06,Home,Yes
C0277,2024-04-19,Home,Yes
C0175,2024-03-12,Home,Yes
C0191,2024-09-03,Home,Yes
C0171,2024-02-17,Airport,Yes
C0421,2024-05-29,Airport,No
C0211,2024-01-25,Home,Yes
C0982,2024-11-24,Home,Yes
C0323,2024-03-21,Airport,Yes
C0666,2024-09-29,Home,Yes
C0071,2024-08-02,Home,Yes
C0374,2024-10-06,Airport,No
C0818,2024-09-27,Home,No
C0894,2024-09-09,Home,Yes
C1140,2024-01-02,Home,No
C0373,2024-08-16,Airport,Yes
C0807,2024-09-22,Airport,Yes
C0122,2024-05-20,Home,No
C0672,2024-07-09,Home,No
C0355,2024-09-25,Airport,No
C0996,2024-07-30,Airport,Yes
C0936,2024-12-03,Home,Yes
C0123,2024-08-27,Home,No
C0169,2024-01-01,Home,No
C0114,2024-10-25,Home,No
C1125,2024-12-18,Home,No
C0809,2024-06-23,Home,Yes
C0535,2024-04-16,Airport,No
C0531,2024-09-05,Airport,Yes
C1198,2024-01-18,Airport,Yes
C1163,2024-09-12,Airport,Yes
C0051,2024-08-05,Airport,No
C1071,2024-09-28,Home,Yes
C1042,2024-07-05,Home,No
C1116,2024-02-12,Home,Yes
C0032,2024-10-16,Home,Yes
C0975,2024-10-26,Home,Yes
C0958,2024-03-01,Home,Yes
C0421,2024-08-23,Home,Yes
C0424,2024-11-10,Airport,Yes
C0912,2024-01-08,Home,No
C0197,2024-04-01,Airport,No
C1113,2024-06-24,Home,Yes
C0376,2024-04-30,Airport,No
C0139,2024-01-19,Home,No
C0266,2024-07-31,Airport,No
C1147,2024-04-11,Home,No
C0613,2024-01-15,Airport,Yes
C0980,2024-12-08,Airport,No
C1181,2024-01-31,Home,No
C0839,2024-12-20,Airport,Yes
C1029,2024-04-08,Home,No
C0426,2024-07-18,Airport,Yes
C0907,2024-07-22,Home,Yes
C1153,2024-04-24,Home,Yes
C0989,2024-08-09,Home,No
C0197,2024-11-11,Home,No
C1104,2024-06-18,Airport,Yes
C0329,2024-03-22,Home,No
C1139,2024-08-24,Airport,Yes
C0416,2024-01-31,Home,Yes
C0935,2024-04-20,Home,Yes
C0725,2024-11-26,Airport,No
C0143,2024-12-03,Home,No
C0482,2024-09-28,Airport,Yes
C1084,2024-08-23,Airport,Yes
C0437,2024-02-29,Airport,No
C0981,2024-03-11,Airport,Yes
C0678,2024-05-22,Home,Yes
C0113,2024-12-02,Home,Yes
C0041,2024-04-30,Home,No
C0732,2024-04-29,Home,No
C0387,2024-03-15,Airport,No
C0193,2024-07-20,Home,Yes
C0168,2024-05-01,Home,No
C0212,2024-04-02,Airport,Yes
C0070,2024-06-08,Airport,Yes
C0828,2024-09-30,Home,Yes
C0758,2024-04-15,Airport,Yes
C1195,2024-08-07,Airport,Yes
C1065,2024-11-29,Home,No
C0152,2024-12-13,Home,Yes
C0313,2024-02-17,Home,No
C0622,2024-03-01,Home,No
C1150,2024-11-02,Airport,Yes
C0875,2024-07-26,Airport,Yes
C0810,2024-02-26,Airport,No
C0084,2024-09-05,Airport,No
C0480,2024-11-28,Home,No
C0009,2024-01-30,Airport,Yes
C0764,2024-10-30,Airport,No
C0607,2024-06-13,Airport,No
C0667,2024-03-23,Airport,Yes
C0662,2024-12-03,Home,Yes
C0497,2024-01-06,Home,No
C0431,2024-06-02,Home,Yes
C0746,2024-06-05,Airport,No
C0938,2024-01-20,Airport,Yes
C0259,2024-09-08,Home,No
C0515,2024-02-06,Home,Yes
C0502,2024-01-12,Home,Yes
C0301,2024-04-13,Airport,No
C1148,2024-08-07,Home,No
C0037,2024-01-18,Airport,No
C0111,2024-07-16,Airport,Yes
C0863,2024-07-12,Home,Yes
C0130,2024-11-24,Home,No
C0094,2024-01-30,Home,Yes
C0601,2024-05-19,Home,No
C0479,2024-07-15,Airport,No
C1053,2024-10-21,Airport,Yes
C1038,2024-09-07,Home,Yes
C0768,2024-04-11,Home,No
C0136,2024-09-20,Airport,No
C1067,2024-02-18,Airport,Yes
C0037,2024-01-06,Airport,No
C0181,2024-03-15,Home,No
C0589,2024-12-16,Airport,No
C0553,2024-01-10,Airport,Yes
C0148,2024-12-22,Airport,No
C0184,2024-07-07,Airport,No
C0912,2024-04-21,Airport,Yes
C0202,2024-01-22,Home,Yes
C0153,2024-06-09,Home,Yes
C1091,2024-03-03,Airport,Yes
C0641,2024-10-18,Home,No
C0241,2024-10-05,Airport,Yes
C0312,2024-10-29,Home,Yes
C0640,2024-06-07,Airport,No
C0271,2024-07-31,Home,Yes
C0760,2024-11-18,Home,Yes
C0976,2024-01-11,Home,Yes
C0587,2024-12-15,Home,No
C0193,2024-12-10,Home,Yes
C0083,2024-11-12,Home,No
C0468,2024-08-02,Home,Yes
C0775,2024-03-02,Home,Yes
C0498,2024-04-09,Home,No
C0826,2024-08-28,Airport,No
C0312,2024-07-08,Home,Yes
C0535,2024-09-08,Home,Yes
C0192,2024-07-21,Home,No
C0484,2024-03-16,Airport,Yes
C1114,2024-05-11,Airport,Yes
C0168,2024-01-21,Airport,Yes
C0606,2024-10-20,Home,No
C0947,2024-01-05,Home,Yes
C0868,2024-06-11,Airport,No
C1140,2024-05-03,Airport,Yes
C0107,2024-02-04,Home,No
C1013,2024-12-11,Home,Yes
C0736,2024-01-14,Airport,Yes
C0803,2024-11-05,Airport,Yes
C0658,2024-10-23,Home,Yes
C0030,2024-12-08,Home,Yes
C0313,2024-04-06,Airport,No
C0531,2024-07-23,Home,No
C0290,2024-01-25,Airport,Yes
C0900,2024-03-22,Airport,No
C0024,2024-09-08,Home,Yes
C1095,2024-05-28,Home,Yes
C0593,2024-03-29,Home,No
C0487,2024-11-01,Home,No
C0370,2024-03-04,Airport,No
C0280,2024-04-26,Home,Yes
C0528,2024-05-19,Airport,No
C0083,2024-01-31,Home,No
C0334,2024-03-16,Home,Yes
C0748,2024-06-07,Airport,Yes
C0983,2024-05-10,Home,Yes
C1119,2024-10-16,Home,Yes
C0926,2024-08-06,Home,No
C0567,2024-02-16,Airport,Yes
C0666,2024-01-21,Home,No
C1096,2024-09-13,Home,No
C0598,2024-10-11,Home,No
C0478,2024-01-30,Home,Yes
C0194,2024-07-15,Home,Yes
C0589,2024-08-02,Airport,Yes
C0640,2024-06-28,Airport,Yes
C0609,2024-04-19,Home,No
C1065,2024-12-23,Home,No
C1179,2024-09-14,Home,No
C0605,2024-03-08,Home,Yes
C0475,2024-02-27,Home,No
C1063,2024-05-09,Home,Yes
C0144,2024-08-05,Airport,Yes
C0989,2024-06-09,Home,No
C0547,2024-04-20,Airport,Yes
C0942,2024-08-07,Home,No
C0208,2024-03-07,Home,No
C0655,2024-08-09,Airport,No
C0993,2024-07-27,Airport,Yes
C0033,2024-10-23,Airport,Yes
C0266,2024-04-27,Home,Yes
C0938,2024-11-29,Home,No
C1007,2024-05-21,Home,Yes
C0228,2024-11-12,Home,Yes
C0839,2024-02-12,Home,Yes
C0204,2024-07-13,Home,No
C0546,2024-11-15,Home,No
C0607,2024-09-15,Home,Yes
C0237,2024-05-21,Airport,Yes
C0554,2024-04-29,Airport,Yes
C0260,2024-07-19,Airport,Yes
C0232,2024-06-09,Airport,Yes
C0707,2024-02-02,Home,Yes
C0432,2024-05-23,Home,No
C0242,2024-03-24,Home,Yes
C0579,2024-08-07,Home,No
C0347,2024-10-26,Airport,No
C0169,2024-12-15,Home,Yes
C0013,2024-02-29,Airport,No
C0429,2024-08-27,Home,Yes
C0064,2024-06-15,Home,No
C0331,2024-11-03,Home,Yes
C0136,2024-08-05,Home,Yes
C1181,2024-07-20,Airport,No
C0394,2024-04-11,Home,Yes
C1015,2024-10-10,Airport,No
C0559,2024-07-18,Home,No
C1191,2024-02-09,Airport,Yes
C0346,2024-09-09,Airport,No
C0898,2024-01-04,Airport,Yes
C0512,2024-05-22,Airport,No
C0139,2024-05-28,Airport,No
C0821,2024-11-30,Home,No
C0024,2024-02-20,Airport,No
C1105,2024-02-29,Home,Yes
C0551,2024-08-25,Home,No
C0833,2024-03-16,Airport,No
C1016,2024-07-15,Airport,Yes
C0230,2024-03-07,Home,Yes
C0236,2024-09-23,Airport,No
C0080,2024-10-16,Home,No
C0003,2024-02-14,Home,No
C0948,2024-05-28,Home,Yes
C1093,2024-06-30,Home,No
C0800,2024-10-24,Airport,Yes
C0785,2024-12-08,Home,Yes
C0225,2024-11-01,Home,No
C0439,2024-07-04,Home,No
C1002,2024-02-02,Airport,Yes
C1080,2024-07-16,Home,Yes
C0304,2024-06-08,Airport,Yes
C0528,2024-09-13,Home,Yes
C0024,2024-09-04,Airport,Yes
C1131,2024-04-11,Home,Yes
C0666,2024-07-04,Home,Yes
C0843,2024-08-15,Airport,No
C0098,2024-09-17,Home,Yes
C0441,2024-08-25,Home,No
C0707,2024-06-06,Home,Yes
C0932,2024-05-08,Airport,No
C0504,2024-08-26,Home,No
C0484,2024-11-13,Home,No
C0056,2024-04-09,Airport,Yes
C0417,2024-02-19,Airport,No
C0545,2024-11-09,Home,No
C0005,2024-03-06,Airport,Yes
C0005,2024-09-21,Home,Yes
C0115,2024-09-07,Airport,Yes
C0003,2024-02-01,Home,Yes
C1003,2024-09-17,Home,Yes
C0156,2024-06-11,Airport,No
C0133,2024-02-16,Home,Yes
C0592,2024-05-15,Airport,Yes
C0072,2024-05-03,Home,No
C0567,2024-07-13,Airport,No
C1103,2024-11-18,Airport,Yes
C1054,2024-12-18,Home,No
C0465,2024-10-01,Home,Yes
C0761,2024-06-24,Home,Yes
C1011,2024-12-15,Home,Yes
C0018,2024-06-19,Home,Yes
C0950,2024-03-19,Home,No
C0903,2024-08-09,Airport,No
C0729,2024-07-04,Home,No
C0046,2024-11-18,Airport,No
C0975,2024-04-02,Airport,Yes
C0572,2024-01-22,Home,No
C0010,2024-04-16,Airport,Yes
C1108,2024-09-03,Airport,Yes
C1122,2024-01-07,Home,No
C0679,2024-04-15,Airport,Yes
C0660,2024-08-29,Airport,Yes
C0205,2024-09-11,Home,Yes
C0910,2024-01-12,Home,Yes
C0924,2024-11-15,Airport,Yes
C1130,2024-01-13,Home,No
C0727,2024-04-05,Airport,No
C0516,2024-09-21,Home,Yes
C0226,2024-03-02,Airport,No
C1008,2024-06-19,Home,Yes
C1058,2024-11-21,Home,No
C0979,2024-09-24,Airport,No
C0410,2024-03-27,Home,No
C0395,2024-02-26,Home,No
C0158,2024-07-26,Home,No
C0914,2024-09-07,Airport,Yes
C0530,2024-12-06,Home,No
C1043,2024-08-15,Airport,Yes
C0021,2024-02-27,Home,No
C0764,2024-05-21,Airport,Yes
C0748,2024-07-11,Airport,Yes
C0847,2024-12-05,Home,Yes
C0124,2024-06-02,Airport,No
C0551,2024-09-20,Airport,No
C0677,2024-11-21,Home,Yes
C0644,2024-05-13,Home,No
C0793,2024-04-14,Home,No
C0776,2024-12-02,Home,Yes
C0886,2024-10-11,Airport,Yes
C0795,2024-05-28,Home,Yes
C0159,2024-12-22,Airport,Yes
C0584,2024-03-24,Home,No
C0281,2024-03-03,Home,Yes
C0828,2024-09-21,Airport,Yes
C0073,2024-06-07,Airport,No
C0554,2024-12-30,Home,No
C0812,2024-08-03,Home,Yes
C1025,2024-05-01,Airport,No
C0222,2024-07-25,Home,Yes
C1137,2024-12-02,Home,Yes
C0822,2024-10-13,Airport,No
C0242,2024-10-21,Home,No
C0238,2024-06-09,Airport,No
C0554,2024-06-07,Airport,No
C0238,2024-08-31,Home,Yes
C0580,2024-05-10,Airport,Yes
C0936,2024-01-01,Home,No
C0813,2024-05-20,Home,No
C0804,2024-03-13,Airport,No
C0003,2024-05-12,Home,No
C0980,2024-01-07,Airport,No
C0070,2024-08-28,Home,Yes
C0277,2024-02-16,Airport,Yes
C0603,2024-01-07,Home,No
C0990,2024-02-28,Home,Yes
C0439,2024-04-23,Home,Yes
C0398,2024-09-13,Airport,No
C0431,2024-11-17,Home,Yes
C0338,2024-09-05,Home,Yes
C0736,2024-06-16,Home,No
C1121,2024-06-01,Airport,No
C1088,2024-07-27,Airport,Yes
C0884,2024-01-05,Airport,Yes
C1143,2024-06-15,Airport,No
C0844,2024-03-27,Airport,No
C0178,2024-11-10,Home,No
C0612,2024-02-09,Home,Yes
C0875,2024-05-24,Airport,Yes
C0715,2024-03-21,Home,No
C0567,2024-02-23,Home,Yes
C0289,2024-07-15,Home,No
C0476,2024-06-03,Home,No
C0260,2024-10-28,Home,Yes
C0976,2024-11-17,Home,No
C0140,2024-07-07,Home,No
C0302,2024-04-15,Home,Yes
C0922,2024-10-25,Home,Yes
C0630,2024-08-18,Airport,No
C0069,2024-05-12,Airport,Yes
C1012,2024-09-07,Airport,Yes
C0139,2024-05-18,Home,Yes
C0252,2024-08-28,Airport,No
C0101,2024-08-10,Airport,No
C0226,2024-09-13,Home,Yes
C0126,2024-10-15,Airport,No
C0150,2024-05-25,Airport,No
C1039,2024-12-13,Home,Yes
C0481,2024-08-27,Airport,Yes
C1092,2024-05-30,Home,No
C0976,2024-04-29,Home,No
C0458,2024-02-27,Home,No
C0877,2024-04-06,Home,No
C0939,2024-05-18,Airport,No
C0332,2024-02-10,Airport,No
C0189,2024-08-29,Airport,No
C0099,2024-06-10,Airport,No
C0688,2024-02-24,Airport,No
C0752,2024-02-29,Home,No
C0473,2024-01-15,Airport,Yes
C0709,2024-01-19,Home,Yes
C0629,2024-10-10,Home,No
C0885,2024-01-28,Airport,No
C0425,2024-11-26,Home,No
C0206,2024-03-11,Home,Yes
C0432,2024-08-16,Home,No
C0198,2024-12-03,Home,No
C0059,2024-09-27,Airport,Yes
C0900,2024-12-03,Airport,Yes
C0249,2024-01-10,Home,No
C0774,2024-10-10,Airport,Yes
C1130,2024-05-19,Airport,Yes
C0477,2024-08-19,Home,No
C0640,2024-11-15,Home,No
C1116,2024-10-27,Airport,Yes
C0083,2024-05-23,Home,No
C0078,2024-10-12,Home,Yes
C0110,2024-06-11,Home,Yes
C1023,2024-11-18,Home,Yes
C1037,2024-05-25,Home,Yes
C1053,2024-01-11,Airport,Yes
C0514,2024-02-11,Home,No
C0066,2024-11-18,Airport,Yes
C1153,2024-05-15,Airport,Yes
C0220,2024-11-17,Airport,No
C0677,2024-07-27,Airport,Yes
C1134,2024-03-05,Home,Yes
C1048,2024-01-15,Home,Yes
C0177,2024-11-25,Airport,Yes
C0700,2024-03-21,Airport,No
C1136,2024-05-10,Airport,No
C0349,2024-07-02,Airport,No
C0630,2024-04-17,Home,Yes
C0550,2024-04-01,Airport,Yes
C0734,2024-12-02,Airport,Yes
C0982,2024-12-19,Airport,No
C1155,2024-04-13,Home,No
C0157,2024-03-04,Home,No
C0606,2024-03-08,Home,Yes
C0861,2024-01-19,Home,No
C0927,2024-01-15,Airport,No
C0856,2024-03-29,Home,No
C1175,2024-09-10,Home,No
C0176,2024-08-23,Airport,Yes
C1190,2024-03-20,Home,Yes
C0634,2024-10-12,Airport,Yes
C0674,2024-02-16,Airport,Yes
C0153,2024-03-27,Airport,No
C0254,2024-11-29,Airport,Yes
C0386,2024-06-26,Airport,No
C0681,2024-11-28,Home,Yes
C0954,2024-12-14,Airport,Yes
C1120,2024-10-06,Home,No
C0364,2024-02-12,Airport,Yes
C0205,2024-11-15,Airport,No
C0912,2024-10-07,Home,No
C0602,2024-02-28,Airport,Yes
C0772,2024-09-30,Home,Yes
C0920,2024-06-06,Home,Yes
C0229,2024-07-06,Airport,Yes
C0871,2024-07-22,Airport,Yes
C0520,2024-01-28,Home,No
C0134,2024-05-28,Home,No
C0994,2024-11-03,Airport,Yes
C0165,2024-01-26,Home,No
C1023,2024-12-07,Home,Yes
C0097,2024-11-02,Airport,No
C0384,2024-08-31,Home,Yes
C0868,2024-02-29,Home,No
C1159,2024-06-17,Home,No
C0435,2024-09-30,Home,No
C0081,2024-10-12,Airport,No
C0980,2024-07-10,Home,Yes
C1052,2024-02-27,Home,Yes
C0472,2024-04-02,Home,Yes
C0806,2024-09-01,Home,No
C0822,2024-06-13,Home,Yes
C0676,2024-07-01,Airport,Yes
C0702,2024-02-03,Home,No
C0062,2024-12-20,Home,No
C1011,2024-07-30,Airport,No
C0391,2024-07-11,Home,Yes
C0352,2024-08-11,Airport,Yes
C1050,2024-03-21,Airport,No
C0640,2024-07-31,Home,Yes
C0619,2024-12-11,Home,No
C0158,2024-06-09,Home,Yes
C0171,2024-02-06,Home,No
C0847,2024-09-05,Airport,Yes
C1091,2024-10-10,Home,No
C1172,2024-09-10,Home,No
C0539,2024-09-26,Home,Yes
C0319,2024-02-02,Home,Yes
C0161,2024-03-31,Home,Yes
C0575,2024-09-24,Home,Yes
C0171,2024-02-09,Home,Yes
C1176,2024-02-08,Home,No
C1099,2024-11-15,Home,No
C0453,2024-12-12,Airport,No
C0128,2024-03-26,Home,Yes
C0747,2024-06-06,Home,Yes
C1151,2024-08-10,Airport,Yes
C0318,2024-12-21,Home,Yes
C0500,2024-09-15,Home,Yes
C0499,2024-05-20,Home,Yes
C0445,2024-03-02,Home,Yes
C0851,2024-09-21,Home,Yes
C0217,2024-05-13,Home,Yes
C1070,2024-10-14,Airport,Yes
C0904,2024-06-07,Home,Yes
C0045,2024-08-30,Home,Yes
C0113,2024-02-20,Airport,No
C1050,2024-03-26,Home,No
C0868,2024-07-28,Airport,Yes
C0018,2024-02-04,Home,No
C0028,2024-01-21,Airport,Yes
C0737,2024-02-18,Home,Yes
C0740,2024-07-02,Home,Yes
C0197,2024-12-30,Home,No
C0758,2024-11-17,Home,Yes
C0356,2024-03-26,Airport,Yes
C0947,2024-06-06,Airport,Yes
C0540,2024-04-15,Home,No
C0849,2024-07-27,Airport,No
C0185,2024-05-07,Home,Yes
C0128,2024-01-16,Home,Yes
C0821,2024-12-16,Home,No
C0275,2024-08-16,Home,Yes
C0823,2024-12-28,Home,Yes
C0993,2024-03-01,Home,No
C0511,2024-10-25,Home,Yes
C0794,2024-11-25,Airport,Yes
C1117,2024-10-01,Airport,No
C0040,2024-03-07,Home,No
C0091,2024-06-22,Airport,Yes
C0583,2024-05-26,Home,No
C0009,2024-01-27,Airport,Yes
C0871,2024-10-05,Home,Yes
C1069,2024-10-14,Home,Yes
C0759,2024-11-16,Home,No
C0506,2024-04-08,Home,Yes
C1028,2024-10-11,Home,Yes
C0869,2024-11-20,Home,No
C0327,2024-12-05,Home,No
C0898,2024-09-13,Airport,No
C0312,2024-01-17,Airport,Yes
C0382,2024-02-11,Airport,Yes
C0923,2024-09-12,Home,No
C0736,2024-04-14,Home,Yes
C0313,2024-02-23,Airport,No
C0682,2024-07-02,Airport,No
C0427,2024-05-26,Airport,No
C1165,2024-07-03,Home,Yes
C0536,2024-10-27,Home,No
C0567,2024-05-17,Home,Yes
C0194,2024-06-28,Airport,Yes
C1157,2024-10-13,Home,No
C0773,2024-03-11,Airport,No
C0084,2024-08-29,Home,Yes
C0401,2024-07-16,Home,No
C1155,2024-02-18,Home,Yes
C0545,2024-09-20,Home,No
C0841,2024-04-18,Home,No
C0137,2024-07-06,Airport,Yes
C0978,2024-10-24,Home,No
C0904,2024-01-15,Airport,Yes
C0631,2024-04-25,Home,Yes
C0905,2024-12-28,Home,Yes
C0315,2024-05-10,Home,No
C0329,2024-10-09,Airport,Yes
C0708,2024-06-17,Home,Yes
C0463,2024-10-05,Airport,No
C0015,2024-08-27,Airport,Yes
C0529,2024-11-02,Home,Yes
C0038,2024-02-05,Home,Yes
C0357,2024-02-04,Airport,No
C1171,2024-10-21,Airport,Yes
C0701,2024-06-22,Airport,Yes
C0661,2024-08-07,Home,Yes
C0511,2024-05-31,Home,No
C1078,2024-05-23,Home,No
C0231,2024-04-08,Airport,No
C1153,2024-03-06,Home,No
C0018,2024-10-15,Home,No
C1088,2024-05-27,Home,No
C0233,2024-11-08,Home,No
C0060,2024-10-24,Airport,No
C0007,2024-03-10,Home,No
C0678,2024-07-13,Airport,No
C0328,2024-12-11,Airport,No
C0099,2024-08-11,Home,Yes
C0324,2024-08-09,Home,Yes
C0107,2024-07-02,Home,No
C0533,2024-10-08,Airport,No
C0421,2024-07-15,Home,Yes
C1014,2024-12-09,Home,Yes
C0719,2024-03-28,Home,Yes
C0058,2024-06-02,Airport,Yes
C0426,2024-01-15,Home,No
C1199,2024-06-06,Airport,No
C0325,2024-01-20,Home,No
C0801,2024-01-07,Home,No
C0900,2024-02-06,Home,No
C0581,2024-07-12,Airport,Yes
C0565,2024-07-04,Airport,No
C1091,2024-08-10,Home,No
C1020,2024-01-05,Home,Yes
C1094,2024-12-25,Home,No
C0985,2024-08-17,Home,Yes
C0520,2024-04-20,Home,No
C0949,2024-06-27,Airport,No
C0500,2024-01-24,Airport,Yes
C1140,2024-07-05,Home,No
C1050,2024-09-16,Home,No
C0608,2024-06-14,Home,Yes
C0152,2024-12-22,Home,Yes
C1131,2024-05-13,Home,No
C1048,2024-08-29,Home,No
C1071,2024-07-03,Home,Yes
C0073,2024-08-09,Home,No
C0314,2024-02-28,Home,Yes
C0691,2024-03-31,Airport,No
C1039,2024-10-16,Home,No
